meter_id,scheme_name,service_type,meter_number,meter_role,unit_number,location_description,parent_meter_id,hierarchy_level,reconciliation_group,is_active,start_date,end_date,source_confidence,verified_by,notes,source_reference
meter-akasia-unit-ak-66-fl-51,Akasia,electricity,AK 66 / FL 51,unit,AK 66 / FL 51,AK 66 / FL 51,,1,scheme-akasia,True,,,medium,,,Akasia:AK 66 / FL 51
meter-akasia-unit-ak-67-fl-516,Akasia,electricity,AK 67 / FL 516,unit,AK 67 / FL 516,AK 67 / FL 516,,1,scheme-akasia,True,,,medium,,,Akasia:AK 67 / FL 516
meter-akasia-unit-ak-68-fl-517,Akasia,electricity,AK 68 / FL 517,unit,AK 68 / FL 517,AK 68 / FL 517,,1,scheme-akasia,True,,,medium,,,Akasia:AK 68 / FL 517
meter-akasia-unit-ak-69-fl-518,Akasia,electricity,AK 69 / FL 518,unit,AK 69 / FL 518,AK 69 / FL 518,,1,scheme-akasia,True,,,medium,,,Akasia:AK 69 / FL 518
meter-akasia-unit-ak-70-fl-519,Akasia,electricity,AK 70 / FL 519,unit,AK 70 / FL 519,AK 70 / FL 519,,1,scheme-akasia,True,,,medium,,,Akasia:AK 70 / FL 519
meter-akasia-unit-ak-71-fl-520,Akasia,electricity,AK 71 / FL 520,unit,AK 71 / FL 520,AK 71 / FL 520,,1,scheme-akasia,True,,,medium,,,Akasia:AK 71 / FL 520
meter-akasia-unit-ak-72-fl-512,Akasia,electricity,AK 72 / FL 512,unit,AK 72 / FL 512,AK 72 / FL 512,,1,scheme-akasia,True,,,medium,,,Akasia:AK 72 / FL 512
meter-akasia-unit-ak-73-fl-513,Akasia,electricity,AK 73 / FL 513,unit,AK 73 / FL 513,AK 73 / FL 513,,1,scheme-akasia,True,,,medium,,,Akasia:AK 73 / FL 513
meter-akasia-unit-ak-74-fl-514,Akasia,electricity,AK 74 / FL 514,unit,AK 74 / FL 514,AK 74 / FL 514,,1,scheme-akasia,True,,,medium,,,Akasia:AK 74 / FL 514
meter-akasia-unit-ak-75-fl-515,Akasia,electricity,AK 75 / FL 515,unit,AK 75 / FL 515,AK 75 / FL 515,,1,scheme-akasia,True,,,medium,,,Akasia:AK 75 / FL 515
meter-akasia-unit-ak-76-fl-66,Akasia,electricity,AK 76 / FL 66,unit,AK 76 / FL 66,AK 76 / FL 66,,1,scheme-akasia,True,,,medium,,,Akasia:AK 76 / FL 66
meter-akasia-unit-ak-77-fl-65,Akasia,electricity,AK 77 / FL 65,unit,AK 77 / FL 65,AK 77 / FL 65,,1,scheme-akasia,True,,,medium,,,Akasia:AK 77 / FL 65
meter-akasia-unit-ak-78-fl-64,Akasia,electricity,AK 78 / FL 64,unit,AK 78 / FL 64,AK 78 / FL 64,,1,scheme-akasia,True,,,medium,,,Akasia:AK 78 / FL 64
meter-akasia-unit-ak-79-fl-63,Akasia,electricity,AK 79 / FL 63,unit,AK 79 / FL 63,AK 79 / FL 63,,1,scheme-akasia,True,,,medium,,,Akasia:AK 79 / FL 63
meter-akasia-unit-ak-80a-fl-62,Akasia,electricity,AK 80A / FL 62,unit,AK 80A / FL 62,AK 80A / FL 62,,1,scheme-akasia,True,,,medium,,,Akasia:AK 80A / FL 62
meter-akasia-unit-ak-80b-fl-61,Akasia,electricity,AK 80B / FL 61,unit,AK 80B / FL 61,AK 80B / FL 61,,1,scheme-akasia,True,,,medium,,,Akasia:AK 80B / FL 61
meter-akasia-unit-ak-81-fl-616,Akasia,electricity,AK 81 / FL 616,unit,AK 81 / FL 616,AK 81 / FL 616,,1,scheme-akasia,True,,,medium,,,Akasia:AK 81 / FL 616
meter-akasia-unit-ak-82-fl-617,Akasia,electricity,AK 82 / FL 617,unit,AK 82 / FL 617,AK 82 / FL 617,,1,scheme-akasia,True,,,medium,,,Akasia:AK 82 / FL 617
meter-akasia-unit-ak-83-fl-618,Akasia,electricity,AK 83 / FL 618,unit,AK 83 / FL 618,AK 83 / FL 618,,1,scheme-akasia,True,,,medium,,,Akasia:AK 83 / FL 618
meter-akasia-unit-ak-84-fl-619,Akasia,electricity,AK 84 / FL 619,unit,AK 84 / FL 619,AK 84 / FL 619,,1,scheme-akasia,True,,,medium,,,Akasia:AK 84 / FL 619
meter-akasia-unit-ak-85-fl-620,Akasia,electricity,AK 85 / FL 620,unit,AK 85 / FL 620,AK 85 / FL 620,,1,scheme-akasia,True,,,medium,,,Akasia:AK 85 / FL 620
meter-akasia-unit-ak-86-fl-612,Akasia,electricity,AK 86 / FL 612,unit,AK 86 / FL 612,AK 86 / FL 612,,1,scheme-akasia,True,,,medium,,,Akasia:AK 86 / FL 612
meter-akasia-unit-ak-87-fl-613,Akasia,electricity,AK 87 / FL 613,unit,AK 87 / FL 613,AK 87 / FL 613,,1,scheme-akasia,True,,,medium,,,Akasia:AK 87 / FL 613
meter-akasia-unit-ak-88-fl-614,Akasia,electricity,AK 88 / FL 614,unit,AK 88 / FL 614,AK 88 / FL 614,,1,scheme-akasia,True,,,medium,,,Akasia:AK 88 / FL 614
meter-akasia-unit-ak-89-fl-615,Akasia,electricity,AK 89 / FL 615,unit,AK 89 / FL 615,AK 89 / FL 615,,1,scheme-akasia,True,,,medium,,,Akasia:AK 89 / FL 615
meter-akasia-unit-tower,Akasia,electricity,Tower,unit,Tower,Tower,,1,scheme-akasia,True,,,medium,,,Akasia:Tower
meter-akasia-bulk-bulk-1,Akasia,electricity,Bulk 1,bulk,,Akasia,,0,scheme-akasia,True,,,medium,,,Akasia:Bulk 1
meter-phanda-lodge-unit-ph-01,Phanda Lodge,electricity,PH 01,unit,PH 01,PH 01,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 01
meter-phanda-lodge-unit-ph-02,Phanda Lodge,electricity,PH 02,unit,PH 02,PH 02,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 02
meter-phanda-lodge-unit-ph-03,Phanda Lodge,electricity,PH 03,unit,PH 03,PH 03,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 03
meter-phanda-lodge-unit-ph-04,Phanda Lodge,electricity,PH 04,unit,PH 04,PH 04,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 04
meter-phanda-lodge-unit-ph-05,Phanda Lodge,electricity,PH 05,unit,PH 05,PH 05,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 05
meter-phanda-lodge-unit-ph-06,Phanda Lodge,electricity,PH 06,unit,PH 06,PH 06,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 06
meter-phanda-lodge-unit-ph-07,Phanda Lodge,electricity,PH 07,unit,PH 07,PH 07,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 07
meter-phanda-lodge-unit-ph-08,Phanda Lodge,electricity,PH 08,unit,PH 08,PH 08,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 08
meter-phanda-lodge-unit-ph-09,Phanda Lodge,electricity,PH 09,unit,PH 09,PH 09,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 09
meter-phanda-lodge-unit-ph-10,Phanda Lodge,electricity,PH 10,unit,PH 10,PH 10,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 10
meter-phanda-lodge-unit-ph-11,Phanda Lodge,electricity,PH 11,unit,PH 11,PH 11,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 11
meter-phanda-lodge-unit-ph-12,Phanda Lodge,electricity,PH 12,unit,PH 12,PH 12,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 12
meter-phanda-lodge-unit-ph-13,Phanda Lodge,electricity,PH 13,unit,PH 13,PH 13,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 13
meter-phanda-lodge-unit-ph-14,Phanda Lodge,electricity,PH 14,unit,PH 14,PH 14,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 14
meter-phanda-lodge-unit-ph-15,Phanda Lodge,electricity,PH 15,unit,PH 15,PH 15,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 15
meter-phanda-lodge-unit-ph-16,Phanda Lodge,electricity,PH 16,unit,PH 16,PH 16,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 16
meter-phanda-lodge-unit-ph-17,Phanda Lodge,electricity,PH 17,unit,PH 17,PH 17,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 17
meter-phanda-lodge-unit-ph-18,Phanda Lodge,electricity,PH 18,unit,PH 18,PH 18,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 18
meter-phanda-lodge-unit-ph-19,Phanda Lodge,electricity,PH 19,unit,PH 19,PH 19,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 19
meter-phanda-lodge-unit-ph-20,Phanda Lodge,electricity,PH 20,unit,PH 20,PH 20,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 20
meter-phanda-lodge-unit-ph-21,Phanda Lodge,electricity,PH 21,unit,PH 21,PH 21,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 21
meter-phanda-lodge-unit-ph-22,Phanda Lodge,electricity,PH 22,unit,PH 22,PH 22,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 22
meter-phanda-lodge-unit-ph-23,Phanda Lodge,electricity,PH 23,unit,PH 23,PH 23,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 23
meter-phanda-lodge-unit-ph-24,Phanda Lodge,electricity,PH 24,unit,PH 24,PH 24,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 24
meter-phanda-lodge-unit-ph-25,Phanda Lodge,electricity,PH 25,unit,PH 25,PH 25,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 25
meter-phanda-lodge-unit-ph-26,Phanda Lodge,electricity,PH 26,unit,PH 26,PH 26,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 26
meter-phanda-lodge-unit-ph-27,Phanda Lodge,electricity,PH 27,unit,PH 27,PH 27,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 27
meter-phanda-lodge-unit-ph-28,Phanda Lodge,electricity,PH 28,unit,PH 28,PH 28,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 28
meter-phanda-lodge-unit-ph-29,Phanda Lodge,electricity,PH 29,unit,PH 29,PH 29,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 29
meter-phanda-lodge-unit-ph-30,Phanda Lodge,electricity,PH 30,unit,PH 30,PH 30,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 30
meter-phanda-lodge-unit-ph-31,Phanda Lodge,electricity,PH 31,unit,PH 31,PH 31,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 31
meter-phanda-lodge-unit-ph-32,Phanda Lodge,electricity,PH 32,unit,PH 32,PH 32,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 32
meter-phanda-lodge-unit-ph-33,Phanda Lodge,electricity,PH 33,unit,PH 33,PH 33,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 33
meter-phanda-lodge-unit-ph-34,Phanda Lodge,electricity,PH 34,unit,PH 34,PH 34,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 34
meter-phanda-lodge-unit-ph-35,Phanda Lodge,electricity,PH 35,unit,PH 35,PH 35,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 35
meter-phanda-lodge-unit-ph-36,Phanda Lodge,electricity,PH 36,unit,PH 36,PH 36,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 36
meter-phanda-lodge-unit-ph-37,Phanda Lodge,electricity,PH 37,unit,PH 37,PH 37,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 37
meter-phanda-lodge-unit-ph-38,Phanda Lodge,electricity,PH 38,unit,PH 38,PH 38,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 38
meter-phanda-lodge-unit-ph-39,Phanda Lodge,electricity,PH 39,unit,PH 39,PH 39,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 39
meter-phanda-lodge-unit-ph-40,Phanda Lodge,electricity,PH 40,unit,PH 40,PH 40,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 40
meter-phanda-lodge-unit-ph-41,Phanda Lodge,electricity,PH 41,unit,PH 41,PH 41,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 41
meter-phanda-lodge-unit-ph-42,Phanda Lodge,electricity,PH 42,unit,PH 42,PH 42,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 42
meter-phanda-lodge-unit-ph-43,Phanda Lodge,electricity,PH 43,unit,PH 43,PH 43,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 43
meter-phanda-lodge-unit-ph-44,Phanda Lodge,electricity,PH 44,unit,PH 44,PH 44,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 44
meter-phanda-lodge-unit-ph-45,Phanda Lodge,electricity,PH 45,unit,PH 45,PH 45,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 45
meter-phanda-lodge-unit-ph-46,Phanda Lodge,electricity,PH 46,unit,PH 46,PH 46,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 46
meter-phanda-lodge-unit-ph-47,Phanda Lodge,electricity,PH 47,unit,PH 47,PH 47,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 47
meter-phanda-lodge-unit-ph-48,Phanda Lodge,electricity,PH 48,unit,PH 48,PH 48,,1,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:PH 48
meter-phanda-lodge-bulk-bulk-1,Phanda Lodge,electricity,Bulk 1,bulk,,Phanda Lodge,,0,scheme-phanda-lodge,True,,,medium,,,Phanda Lodge:Bulk 1
meter-vista-del-monte-unit-vd-01,Vista Del Monte,electricity,VD 01,unit,VD 01,VD 01,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 01
meter-vista-del-monte-unit-vd-02,Vista Del Monte,electricity,VD 02,unit,VD 02,VD 02,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 02
meter-vista-del-monte-unit-vd-03,Vista Del Monte,electricity,VD 03,unit,VD 03,VD 03,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 03
meter-vista-del-monte-unit-vd-04,Vista Del Monte,electricity,VD 04,unit,VD 04,VD 04,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 04
meter-vista-del-monte-unit-vd-05,Vista Del Monte,electricity,VD 05,unit,VD 05,VD 05,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 05
meter-vista-del-monte-unit-vd-06,Vista Del Monte,electricity,VD 06,unit,VD 06,VD 06,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 06
meter-vista-del-monte-unit-vd-07,Vista Del Monte,electricity,VD 07,unit,VD 07,VD 07,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 07
meter-vista-del-monte-unit-vd-08,Vista Del Monte,electricity,VD 08,unit,VD 08,VD 08,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 08
meter-vista-del-monte-unit-vd-09,Vista Del Monte,electricity,VD 09,unit,VD 09,VD 09,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 09
meter-vista-del-monte-unit-vd-10,Vista Del Monte,electricity,VD 10,unit,VD 10,VD 10,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 10
meter-vista-del-monte-unit-vd-11,Vista Del Monte,electricity,VD 11,unit,VD 11,VD 11,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 11
meter-vista-del-monte-unit-vd-12,Vista Del Monte,electricity,VD 12,unit,VD 12,VD 12,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 12
meter-vista-del-monte-unit-vd-13,Vista Del Monte,electricity,VD 13,unit,VD 13,VD 13,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 13
meter-vista-del-monte-unit-vd-14,Vista Del Monte,electricity,VD 14,unit,VD 14,VD 14,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 14
meter-vista-del-monte-unit-vd-15,Vista Del Monte,electricity,VD 15,unit,VD 15,VD 15,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 15
meter-vista-del-monte-unit-vd-16,Vista Del Monte,electricity,VD 16,unit,VD 16,VD 16,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 16
meter-vista-del-monte-unit-vd-17,Vista Del Monte,electricity,VD 17,unit,VD 17,VD 17,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 17
meter-vista-del-monte-unit-vd-18,Vista Del Monte,electricity,VD 18,unit,VD 18,VD 18,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 18
meter-vista-del-monte-unit-vd-19,Vista Del Monte,electricity,VD 19,unit,VD 19,VD 19,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 19
meter-vista-del-monte-unit-vd-20,Vista Del Monte,electricity,VD 20,unit,VD 20,VD 20,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 20
meter-vista-del-monte-unit-vd-21,Vista Del Monte,electricity,VD 21,unit,VD 21,VD 21,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 21
meter-vista-del-monte-unit-vd-22,Vista Del Monte,electricity,VD 22,unit,VD 22,VD 22,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 22
meter-vista-del-monte-unit-vd-23,Vista Del Monte,electricity,VD 23,unit,VD 23,VD 23,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 23
meter-vista-del-monte-unit-vd-24,Vista Del Monte,electricity,VD 24,unit,VD 24,VD 24,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 24
meter-vista-del-monte-unit-vd-25,Vista Del Monte,electricity,VD 25,unit,VD 25,VD 25,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 25
meter-vista-del-monte-unit-vd-26,Vista Del Monte,electricity,VD 26,unit,VD 26,VD 26,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 26
meter-vista-del-monte-unit-vd-27,Vista Del Monte,electricity,VD 27,unit,VD 27,VD 27,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 27
meter-vista-del-monte-unit-vd-28,Vista Del Monte,electricity,VD 28,unit,VD 28,VD 28,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 28
meter-vista-del-monte-unit-vd-29,Vista Del Monte,electricity,VD 29,unit,VD 29,VD 29,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 29
meter-vista-del-monte-unit-vd-30,Vista Del Monte,electricity,VD 30,unit,VD 30,VD 30,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 30
meter-vista-del-monte-unit-vd-31,Vista Del Monte,electricity,VD 31,unit,VD 31,VD 31,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 31
meter-vista-del-monte-unit-vd-32,Vista Del Monte,electricity,VD 32,unit,VD 32,VD 32,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 32
meter-vista-del-monte-unit-vd-33,Vista Del Monte,electricity,VD 33,unit,VD 33,VD 33,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 33
meter-vista-del-monte-unit-vd-34,Vista Del Monte,electricity,VD 34,unit,VD 34,VD 34,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 34
meter-vista-del-monte-unit-vd-35,Vista Del Monte,electricity,VD 35,unit,VD 35,VD 35,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 35
meter-vista-del-monte-unit-vd-36,Vista Del Monte,electricity,VD 36,unit,VD 36,VD 36,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 36
meter-vista-del-monte-unit-vd-37,Vista Del Monte,electricity,VD 37,unit,VD 37,VD 37,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 37
meter-vista-del-monte-unit-vd-38,Vista Del Monte,electricity,VD 38,unit,VD 38,VD 38,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 38
meter-vista-del-monte-unit-vd-39,Vista Del Monte,electricity,VD 39,unit,VD 39,VD 39,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 39
meter-vista-del-monte-unit-vd-40,Vista Del Monte,electricity,VD 40,unit,VD 40,VD 40,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 40
meter-vista-del-monte-unit-vd-41,Vista Del Monte,electricity,VD 41,unit,VD 41,VD 41,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 41
meter-vista-del-monte-unit-vd-42,Vista Del Monte,electricity,VD 42,unit,VD 42,VD 42,,1,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:VD 42
meter-vista-del-monte-bulk-bulk-1,Vista Del Monte,electricity,Bulk 1,bulk,,Vista Del Monte,,0,scheme-vista-del-monte,True,,,medium,,,Vista Del Monte:Bulk 1
meter-la-montagne-unit-lm-01a,La Montagne,electricity,LM 01A,unit,LM 01A,LM 01A,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 01A
meter-la-montagne-unit-lm-02a,La Montagne,electricity,LM 02A,unit,LM 02A,LM 02A,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 02A
meter-la-montagne-unit-lm-03,La Montagne,electricity,LM 03,unit,LM 03,LM 03,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 03
meter-la-montagne-unit-lm-04,La Montagne,electricity,LM 04,unit,LM 04,LM 04,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 04
meter-la-montagne-unit-lm-05,La Montagne,electricity,LM 05,unit,LM 05,LM 05,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 05
meter-la-montagne-unit-lm-06,La Montagne,electricity,LM 06,unit,LM 06,LM 06,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 06
meter-la-montagne-unit-lm-07a,La Montagne,electricity,LM 07A,unit,LM 07A,LM 07A,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 07A
meter-la-montagne-unit-lm-08,La Montagne,electricity,LM 08,unit,LM 08,LM 08,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 08
meter-la-montagne-unit-lm-09a,La Montagne,electricity,LM 09A,unit,LM 09A,LM 09A,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 09A
meter-la-montagne-unit-lm-10a,La Montagne,electricity,LM 10A,unit,LM 10A,LM 10A,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 10A
meter-la-montagne-unit-lm-11a,La Montagne,electricity,LM 11A,unit,LM 11A,LM 11A,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 11A
meter-la-montagne-unit-lm-12,La Montagne,electricity,LM 12,unit,LM 12,LM 12,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 12
meter-la-montagne-unit-lm-13,La Montagne,electricity,LM 13,unit,LM 13,LM 13,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 13
meter-la-montagne-unit-lm-14,La Montagne,electricity,LM 14,unit,LM 14,LM 14,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 14
meter-la-montagne-unit-lm-15,La Montagne,electricity,LM 15,unit,LM 15,LM 15,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 15
meter-la-montagne-unit-lm-16,La Montagne,electricity,LM 16,unit,LM 16,LM 16,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 16
meter-la-montagne-unit-lm-17a,La Montagne,electricity,LM 17A,unit,LM 17A,LM 17A,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 17A
meter-la-montagne-unit-lm-18,La Montagne,electricity,LM 18,unit,LM 18,LM 18,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 18
meter-la-montagne-unit-lm-19,La Montagne,electricity,LM 19,unit,LM 19,LM 19,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 19
meter-la-montagne-unit-lm-20,La Montagne,electricity,LM 20,unit,LM 20,LM 20,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 20
meter-la-montagne-unit-lm-21,La Montagne,electricity,LM 21,unit,LM 21,LM 21,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 21
meter-la-montagne-unit-lm-22,La Montagne,electricity,LM 22,unit,LM 22,LM 22,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 22
meter-la-montagne-unit-lm-23,La Montagne,electricity,LM 23,unit,LM 23,LM 23,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 23
meter-la-montagne-unit-lm-24,La Montagne,electricity,LM 24,unit,LM 24,LM 24,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 24
meter-la-montagne-unit-lm-25,La Montagne,electricity,LM 25,unit,LM 25,LM 25,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 25
meter-la-montagne-unit-lm-26,La Montagne,electricity,LM 26,unit,LM 26,LM 26,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 26
meter-la-montagne-unit-lm-27,La Montagne,electricity,LM 27,unit,LM 27,LM 27,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 27
meter-la-montagne-unit-lm-28a,La Montagne,electricity,LM 28A,unit,LM 28A,LM 28A,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 28A
meter-la-montagne-unit-lm-29,La Montagne,electricity,LM 29,unit,LM 29,LM 29,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 29
meter-la-montagne-unit-lm-30a,La Montagne,electricity,LM 30A,unit,LM 30A,LM 30A,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 30A
meter-la-montagne-unit-lm-31,La Montagne,electricity,LM 31,unit,LM 31,LM 31,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 31
meter-la-montagne-unit-lm-32,La Montagne,electricity,LM 32,unit,LM 32,LM 32,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 32
meter-la-montagne-unit-lm-33a,La Montagne,electricity,LM 33A,unit,LM 33A,LM 33A,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 33A
meter-la-montagne-unit-lm-34,La Montagne,electricity,LM 34,unit,LM 34,LM 34,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 34
meter-la-montagne-unit-lm-35,La Montagne,electricity,LM 35,unit,LM 35,LM 35,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 35
meter-la-montagne-unit-lm-36,La Montagne,electricity,LM 36,unit,LM 36,LM 36,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 36
meter-la-montagne-unit-lm-37b,La Montagne,electricity,LM 37B,unit,LM 37B,LM 37B,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 37B
meter-la-montagne-unit-lm-38,La Montagne,electricity,LM 38,unit,LM 38,LM 38,,1,scheme-la-montagne,True,,,medium,,,L'Montagne:LM 38
